,Sentiment
63800,Positive
63801,Negative
63802,Positive
63803,Positive
63804,Positive
63805,Neutral
63806,Negative
63807,Neutral
63808,Negative
63809,Negative
63810,Positive
63811,Negative
63812,Negative
63813,Negative
63814,Neutral
63815,Negative
63816,Positive
63817,Neutral
63818,Positive
63819,Neutral
63820,Positive
63821,Neutral
63822,Positive
63823,Positive
63824,Neutral
63825,Negative
63826,Negative
63827,Neutral
63828,Positive
63829,Positive
63830,Negative
63831,Neutral
63832,Positive
63833,Negative
63834,Neutral
63835,Negative
63836,Positive
63837,Neutral
63838,Negative
63839,Positive
63840,Neutral
63841,Positive
63842,Negative
63843,Negative
63844,Neutral
63845,Positive
63846,Neutral
63847,Negative
63848,Positive
63849,Negative
63850,Positive
63851,Neutral
63852,Neutral
63853,Negative
63854,Positive
63855,Neutral
63856,Neutral
63857,Negative
63858,Neutral
63859,Positive
63860,Negative
63861,Neutral
63862,Negative
63863,Neutral
63864,Neutral
63865,Positive
63866,Neutral
63867,Positive
63868,Positive
63869,Neutral
63870,Positive
63871,Negative
63872,Positive
63873,Negative
63874,Neutral
63875,Positive
63876,Negative
63877,Neutral
63878,Neutral
63879,Negative
63880,Neutral
63881,Neutral
63882,Negative
63883,Neutral
63884,Neutral
63885,Positive
63886,Positive
63887,Negative
63888,Neutral
63889,Neutral
63890,Negative
63891,Positive
63892,Negative
63893,Negative
63894,Neutral
63895,Neutral
63896,Negative
63897,Neutral
63898,Negative
63899,Neutral
63900,Neutral
63901,Neutral
63902,Negative
63903,Positive
63904,Neutral
63905,Neutral
63906,Negative
63907,Positive
63908,Negative
63909,Positive
63910,Positive
63911,Neutral
63912,Neutral
63913,Positive
63914,Neutral
63915,Neutral
63916,Neutral
63917,Positive
63918,Negative
63919,Negative
63920,Negative
63921,Positive
63922,Negative
63923,Neutral
63924,Positive
63925,Positive
63926,Neutral
63927,Negative
63928,Neutral
63929,Negative
63930,Positive
63931,Neutral
63932,Neutral
63933,Positive
63934,Neutral
63935,Neutral
63936,Positive
63937,Neutral
63938,Negative
63939,Positive
63940,Negative
63941,Negative
63942,Neutral
63943,Positive
63944,Negative
63945,Positive
63946,Negative
63947,Negative
63948,Negative
63949,Negative
63950,Negative
63951,Negative
63952,Negative
63953,Negative
63954,Neutral
63955,Positive
63956,Positive
63957,Negative
63958,Negative
63959,Neutral
63960,Positive
63961,Neutral
63962,Positive
63963,Positive
63964,Neutral
63965,Neutral
63966,Negative
63967,Positive
63968,Neutral
63969,Neutral
63970,Positive
63971,Positive
63972,Positive
63973,Neutral
63974,Negative
63975,Positive
63976,Negative
63977,Neutral
63978,Positive
63979,Negative
63980,Neutral
63981,Neutral
63982,Positive
63983,Negative
63984,Negative
63985,Neutral
63986,Positive
63987,Neutral
63988,Negative
63989,Positive
63990,Positive
63991,Positive
63992,Positive
63993,Positive
63994,Positive
63995,Positive
63996,Neutral
63997,Neutral
63998,Negative
63999,Negative
64000,Negative
64001,Negative
64002,Positive
64003,Positive
64004,Negative
64005,Negative
64006,Negative
64007,Positive
64008,Negative
64009,Positive
64010,Neutral
64011,Positive
64012,Negative
64013,Positive
64014,Negative
64015,Positive
64016,Positive
64017,Negative
64018,Neutral
64019,Positive
64020,Negative
64021,Positive
64022,Negative
64023,Negative
64024,Neutral
64025,Neutral
64026,Neutral
64027,Positive
64028,Positive
64029,Neutral
64030,Positive
64031,Positive
64032,Positive
64033,Neutral
64034,Negative
64035,Neutral
64036,Negative
64037,Neutral
64038,Negative
64039,Negative
64040,Positive
64041,Positive
64042,Positive
64043,Negative
64044,Neutral
64045,Negative
64046,Neutral
64047,Negative
64048,Positive
64049,Negative
64050,Positive
64051,Neutral
64052,Negative
64053,Neutral
64054,Positive
64055,Positive
64056,Negative
64057,Positive
64058,Neutral
64059,Positive
64060,Neutral
64061,Positive
64062,Positive
64063,Neutral
64064,Neutral
64065,Neutral
64066,Negative
64067,Negative
64068,Negative
64069,Neutral
64070,Neutral
64071,Positive
64072,Negative
64073,Neutral
64074,Negative
64075,Negative
64076,Positive
64077,Negative
64078,Neutral
64079,Positive
64080,Neutral
64081,Neutral
64082,Negative
64083,Positive
64084,Negative
64085,Neutral
64086,Negative
64087,Neutral
64088,Neutral
64089,Neutral
64090,Neutral
64091,Negative
64092,Negative
64093,Positive
64094,Negative
64095,Negative
64096,Neutral
64097,Negative
64098,Negative
64099,Negative
64100,Negative
64101,Negative
64102,Neutral
64103,Positive
64104,Positive
64105,Negative
64106,Positive
64107,Positive
64108,Neutral
64109,Positive
64110,Positive
64111,Neutral
64112,Positive
64113,Positive
64114,Positive
64115,Negative
64116,Negative
64117,Negative
64118,Positive
64119,Positive
64120,Neutral
64121,Neutral
64122,Negative
64123,Positive
64124,Positive
64125,Neutral
64126,Positive
64127,Positive
64128,Neutral
64129,Negative
64130,Negative
64131,Negative
64132,Positive
64133,Negative
64134,Neutral
64135,Negative
64136,Positive
64137,Neutral
64138,Negative
64139,Neutral
64140,Negative
64141,Positive
64142,Negative
64143,Negative
64144,Negative
64145,Positive
64146,Positive
64147,Positive
64148,Positive
64149,Positive
64150,Neutral
64151,Positive
64152,Positive
64153,Neutral
64154,Positive
64155,Neutral
64156,Negative
64157,Positive
64158,Neutral
64159,Positive
64160,Negative
64161,Positive
64162,Neutral
64163,Positive
64164,Negative
64165,Positive
64166,Positive
64167,Negative
64168,Neutral
64169,Negative
64170,Positive
64171,Negative
64172,Positive
64173,Neutral
64174,Neutral
64175,Neutral
64176,Neutral
64177,Neutral
64178,Positive
64179,Neutral
64180,Negative
64181,Negative
64182,Negative
64183,Positive
64184,Neutral
64185,Neutral
64186,Neutral
64187,Negative
64188,Negative
64189,Positive
64190,Negative
64191,Positive
64192,Neutral
64193,Negative
64194,Neutral
64195,Positive
64196,Neutral
64197,Neutral
64198,Negative
64199,Negative
64200,Negative
64201,Positive
64202,Neutral
64203,Neutral
64204,Negative
64205,Negative
64206,Negative
64207,Negative
64208,Negative
64209,Neutral
64210,Neutral
64211,Positive
64212,Positive
64213,Negative
64214,Positive
64215,Positive
64216,Negative
64217,Negative
64218,Positive
64219,Positive
64220,Negative
64221,Negative
64222,Neutral
64223,Neutral
64224,Positive
64225,Positive
64226,Positive
64227,Negative
64228,Negative
64229,Positive
64230,Negative
64231,Negative
64232,Negative
64233,Neutral
64234,Negative
64235,Neutral
64236,Negative
64237,Negative
64238,Positive
64239,Neutral
64240,Negative
64241,Negative
64242,Neutral
64243,Positive
64244,Positive
64245,Neutral
64246,Positive
64247,Negative
64248,Positive
64249,Neutral
64250,Neutral
64251,Neutral
64252,Positive
64253,Neutral
64254,Neutral
64255,Negative
64256,Negative
64257,Neutral
64258,Positive
64259,Positive
64260,Negative
64261,Negative
64262,Positive
64263,Neutral
64264,Neutral
64265,Negative
64266,Neutral
64267,Positive
64268,Neutral
64269,Positive
64270,Positive
64271,Neutral
64272,Neutral
64273,Negative
64274,Negative
64275,Negative
64276,Neutral
64277,Negative
64278,Neutral
64279,Negative
64280,Positive
64281,Positive
64282,Negative
64283,Positive
64284,Neutral
64285,Negative
64286,Positive
64287,Positive
64288,Negative
64289,Neutral
64290,Positive
64291,Neutral
64292,Positive
64293,Neutral
64294,Negative
64295,Neutral
64296,Negative
64297,Neutral
64298,Positive
64299,Neutral
64300,Negative
64301,Neutral
64302,Positive
64303,Negative
64304,Neutral
64305,Positive
64306,Negative
64307,Negative
64308,Positive
64309,Neutral
64310,Positive
64311,Negative
64312,Negative
64313,Negative
64314,Negative
64315,Negative
64316,Neutral
64317,Negative
64318,Positive
64319,Negative
64320,Neutral
64321,Neutral
64322,Negative
64323,Positive
64324,Negative
64325,Negative
64326,Neutral
64327,Positive
64328,Negative
64329,Negative
64330,Positive
64331,Negative
64332,Negative
64333,Positive
64334,Positive
64335,Negative
64336,Neutral
64337,Negative
64338,Neutral
64339,Positive
64340,Neutral
64341,Negative
64342,Neutral
64343,Neutral
64344,Negative
64345,Negative
64346,Neutral
64347,Neutral
64348,Negative
64349,Negative
64350,Negative
64351,Positive
64352,Positive
64353,Positive
64354,Negative
64355,Positive
64356,Neutral
64357,Negative
64358,Negative
64359,Negative
64360,Neutral
64361,Negative
64362,Neutral
64363,Negative
64364,Neutral
64365,Positive
64366,Neutral
64367,Positive
64368,Negative
64369,Neutral
64370,Neutral
64371,Negative
64372,Positive
64373,Neutral
64374,Positive
64375,Positive
64376,Negative
64377,Negative
64378,Neutral
64379,Negative
64380,Neutral
64381,Positive
64382,Positive
64383,Negative
64384,Negative
64385,Positive
64386,Positive
64387,Neutral
64388,Neutral
64389,Neutral
64390,Negative
64391,Positive
64392,Neutral
64393,Neutral
64394,Positive
64395,Neutral
64396,Negative
64397,Neutral
64398,Neutral
64399,Negative
64400,Neutral
64401,Positive
64402,Positive
64403,Neutral
64404,Positive
64405,Neutral
64406,Positive
64407,Negative
64408,Negative
64409,Negative
64410,Neutral
64411,Negative
64412,Negative
64413,Negative
64414,Positive
64415,Neutral
64416,Positive
64417,Neutral
64418,Positive
64419,Negative
64420,Neutral
64421,Negative
64422,Negative
64423,Neutral
64424,Positive
64425,Neutral
64426,Negative
64427,Negative
64428,Neutral
64429,Positive
64430,Negative
64431,Neutral
64432,Negative
64433,Negative
64434,Positive
64435,Neutral
64436,Neutral
64437,Negative
64438,Neutral
64439,Neutral
64440,Neutral
64441,Negative
64442,Negative
64443,Neutral
64444,Positive
64445,Negative
64446,Positive
64447,Negative
64448,Neutral
64449,Positive
64450,Negative
64451,Neutral
64452,Negative
64453,Positive
64454,Negative
64455,Negative
64456,Neutral
64457,Positive
64458,Neutral
64459,Positive
64460,Neutral
64461,Neutral
64462,Negative
64463,Positive
64464,Neutral
64465,Neutral
64466,Positive
64467,Positive
64468,Positive
64469,Negative
64470,Negative
64471,Positive
64472,Positive
64473,Negative
64474,Neutral
64475,Neutral
64476,Negative
64477,Positive
64478,Positive
64479,Positive
64480,Positive
64481,Neutral
64482,Neutral
64483,Negative
64484,Negative
64485,Negative
64486,Positive
64487,Neutral
64488,Neutral
64489,Neutral
64490,Positive
64491,Negative
64492,Negative
64493,Negative
64494,Neutral
64495,Positive
64496,Neutral
64497,Neutral
64498,Negative
64499,Neutral
64500,Negative
64501,Neutral
64502,Neutral
64503,Negative
64504,Neutral
64505,Positive
64506,Positive
64507,Positive
64508,Negative
64509,Negative
64510,Neutral
64511,Negative
64512,Positive
64513,Neutral
64514,Positive
64515,Positive
64516,Negative
64517,Neutral
64518,Positive
64519,Neutral
64520,Neutral
64521,Positive
64522,Neutral
64523,Neutral
64524,Neutral
64525,Negative
64526,Neutral
64527,Negative
64528,Neutral
64529,Positive
64530,Negative
64531,Neutral
64532,Negative
64533,Neutral
64534,Negative
64535,Neutral
64536,Positive
64537,Negative
64538,Negative
64539,Negative
64540,Neutral
64541,Neutral
64542,Negative
64543,Neutral
64544,Neutral
64545,Positive
64546,Neutral
64547,Neutral
64548,Neutral
64549,Negative
64550,Neutral
64551,Neutral
64552,Negative
64553,Neutral
64554,Positive
64555,Positive
64556,Positive
64557,Neutral
64558,Neutral
64559,Negative
64560,Positive
64561,Negative
64562,Negative
64563,Neutral
64564,Neutral
64565,Negative
64566,Neutral
64567,Positive
64568,Neutral
64569,Negative
64570,Positive
64571,Neutral
64572,Negative
64573,Negative
64574,Neutral
64575,Positive
64576,Negative
64577,Neutral
64578,Negative
64579,Neutral
64580,Neutral
64581,Negative
64582,Positive
64583,Neutral
64584,Neutral
64585,Positive
64586,Positive
64587,Neutral
64588,Positive
64589,Neutral
64590,Neutral
64591,Positive
64592,Positive
64593,Neutral
64594,Neutral
64595,Positive
64596,Negative
64597,Positive
64598,Positive
64599,Neutral
64600,Positive
64601,Positive
64602,Negative
64603,Negative
64604,Positive
64605,Neutral
64606,Neutral
64607,Negative
64608,Neutral
64609,Negative
64610,Negative
64611,Negative
64612,Negative
64613,Neutral
64614,Negative
64615,Neutral
64616,Neutral
64617,Negative
64618,Positive
64619,Positive
64620,Positive
64621,Negative
64622,Positive
64623,Negative
64624,Positive
64625,Neutral
64626,Positive
64627,Neutral
64628,Negative
64629,Negative
64630,Negative
64631,Positive
64632,Neutral
64633,Positive
64634,Positive
64635,Neutral
64636,Negative
64637,Positive
64638,Negative
64639,Negative
64640,Positive
64641,Negative
64642,Negative
64643,Negative
64644,Positive
64645,Negative
64646,Positive
64647,Positive
64648,Positive
64649,Negative
64650,Positive
64651,Neutral
64652,Positive
64653,Positive
64654,Positive
64655,Negative
64656,Neutral
64657,Neutral
64658,Positive
64659,Negative
64660,Neutral
64661,Neutral
64662,Neutral
64663,Negative
64664,Negative
64665,Negative
64666,Neutral
64667,Positive
64668,Neutral
64669,Negative
64670,Positive
64671,Neutral
64672,Negative
64673,Positive
64674,Negative
64675,Positive
64676,Neutral
64677,Negative
64678,Neutral
64679,Negative
64680,Positive
64681,Negative
64682,Negative
64683,Negative
64684,Positive
64685,Negative
64686,Neutral
64687,Negative
64688,Negative
64689,Positive
64690,Positive
64691,Positive
64692,Neutral
64693,Neutral
64694,Positive
64695,Neutral
64696,Negative
64697,Neutral
64698,Negative
64699,Negative
64700,Neutral
64701,Positive
64702,Neutral
64703,Negative
64704,Positive
64705,Neutral
64706,Neutral
64707,Negative
64708,Neutral
64709,Positive
64710,Neutral
64711,Neutral
64712,Positive
64713,Positive
64714,Negative
64715,Neutral
64716,Positive
64717,Neutral
64718,Neutral
64719,Positive
64720,Negative
64721,Neutral
64722,Positive
64723,Negative
64724,Positive
64725,Neutral
64726,Neutral
64727,Neutral
64728,Positive
64729,Negative
64730,Neutral
64731,Positive
64732,Positive
64733,Positive
64734,Negative
64735,Negative
64736,Neutral
64737,Positive
64738,Positive
64739,Negative
64740,Positive
64741,Neutral
64742,Negative
64743,Negative
64744,Positive
64745,Neutral
64746,Positive
64747,Negative
64748,Neutral
64749,Positive
64750,Positive
64751,Negative
64752,Neutral
64753,Negative
64754,Negative
64755,Positive
64756,Positive
64757,Negative
64758,Negative
64759,Neutral
64760,Positive
64761,Positive
64762,Positive
64763,Positive
64764,Neutral
64765,Negative
64766,Positive
64767,Positive
64768,Negative
64769,Positive
64770,Neutral
64771,Positive
64772,Neutral
64773,Positive
64774,Negative
64775,Negative
64776,Neutral
64777,Positive
64778,Positive
64779,Neutral
64780,Negative
64781,Neutral
64782,Positive
64783,Negative
64784,Positive
64785,Positive
64786,Negative
64787,Positive
64788,Neutral
64789,Neutral
64790,Negative
64791,Positive
64792,Positive
64793,Neutral
64794,Negative
64795,Positive
64796,Neutral
64797,Negative
64798,Positive
64799,Negative
64800,Neutral
64801,Neutral
64802,Negative
64803,Neutral
64804,Positive
64805,Neutral
64806,Neutral
64807,Neutral
64808,Neutral
64809,Negative
64810,Negative
64811,Negative
64812,Neutral
64813,Neutral
64814,Neutral
64815,Neutral
64816,Neutral
64817,Negative
64818,Negative
64819,Neutral
64820,Neutral
64821,Negative
64822,Neutral
64823,Neutral
64824,Negative
64825,Positive
64826,Neutral
64827,Negative
64828,Neutral
64829,Neutral
64830,Negative
64831,Negative
64832,Negative
64833,Positive
64834,Positive
64835,Negative
64836,Negative
64837,Positive
64838,Neutral
64839,Negative
64840,Positive
64841,Positive
64842,Positive
64843,Neutral
64844,Neutral
64845,Positive
64846,Neutral
64847,Positive
64848,Positive
64849,Positive
64850,Positive
64851,Negative
64852,Negative
64853,Neutral
64854,Positive
64855,Neutral
64856,Neutral
64857,Negative
64858,Negative
64859,Negative
64860,Positive
64861,Positive
64862,Positive
64863,Neutral
64864,Negative
64865,Negative
64866,Negative
64867,Neutral
64868,Neutral
64869,Positive
64870,Negative
64871,Positive
64872,Negative
64873,Negative
64874,Neutral
64875,Positive
64876,Positive
64877,Neutral
64878,Negative
64879,Positive
64880,Neutral
64881,Neutral
64882,Negative
64883,Positive
64884,Positive
64885,Negative
64886,Neutral
64887,Negative
64888,Negative
64889,Positive
64890,Negative
64891,Positive
64892,Positive
64893,Negative
64894,Neutral
64895,Neutral
64896,Neutral
64897,Positive
64898,Positive
64899,Positive
64900,Neutral
64901,Negative
64902,Positive
64903,Negative
64904,Positive
64905,Negative
64906,Positive
64907,Negative
64908,Neutral
64909,Negative
64910,Neutral
64911,Neutral
64912,Positive
64913,Negative
64914,Positive
64915,Neutral
64916,Negative
64917,Negative
64918,Negative
64919,Neutral
64920,Negative
64921,Neutral
64922,Positive
64923,Neutral
64924,Negative
64925,Positive
64926,Negative
64927,Neutral
64928,Neutral
64929,Positive
64930,Neutral
64931,Negative
64932,Neutral
64933,Neutral
64934,Positive
64935,Positive
64936,Positive
64937,Neutral
64938,Neutral
64939,Neutral
64940,Negative
64941,Positive
64942,Positive
64943,Neutral
64944,Negative
64945,Negative
64946,Neutral
64947,Negative
64948,Neutral
64949,Positive
64950,Negative
64951,Positive
64952,Negative
64953,Positive
64954,Neutral
64955,Positive
64956,Negative
64957,Negative
64958,Neutral
64959,Positive
64960,Negative
64961,Positive
64962,Positive
64963,Negative
64964,Neutral
64965,Neutral
64966,Neutral
64967,Negative
64968,Positive
64969,Negative
64970,Neutral
64971,Positive
64972,Neutral
64973,Positive
64974,Negative
64975,Negative
64976,Negative
64977,Negative
64978,Negative
64979,Positive
64980,Positive
64981,Neutral
64982,Negative
64983,Positive
64984,Negative
64985,Negative
64986,Neutral
64987,Positive
64988,Neutral
64989,Negative
64990,Negative
64991,Neutral
64992,Negative
64993,Neutral
64994,Neutral
64995,Negative
64996,Negative
64997,Neutral
64998,Positive
64999,Neutral
65000,Neutral
65001,Neutral
65002,Negative
65003,Negative
65004,Neutral
65005,Positive
65006,Neutral
65007,Negative
65008,Negative
65009,Positive
65010,Neutral
65011,Neutral
65012,Negative
65013,Positive
65014,Neutral
65015,Neutral
65016,Positive
65017,Positive
65018,Neutral
65019,Neutral
65020,Neutral
65021,Neutral
65022,Negative
65023,Neutral
65024,Neutral
65025,Positive
65026,Positive
65027,Neutral
65028,Neutral
65029,Positive
65030,Neutral
65031,Positive
65032,Neutral
65033,Positive
65034,Neutral
65035,Neutral
65036,Neutral
65037,Positive
65038,Positive
65039,Negative
65040,Negative
65041,Positive
65042,Neutral
65043,Positive
65044,Positive
65045,Neutral
65046,Negative
65047,Positive
65048,Positive
65049,Negative
65050,Positive
65051,Neutral
65052,Positive
65053,Negative
65054,Positive
65055,Positive
65056,Neutral
65057,Negative
65058,Negative
65059,Negative
65060,Positive
65061,Positive
65062,Negative
65063,Neutral
65064,Neutral
65065,Neutral
65066,Neutral
65067,Positive
65068,Positive
65069,Neutral
65070,Neutral
65071,Positive
65072,Neutral
65073,Negative
65074,Positive
65075,Neutral
65076,Neutral
65077,Negative
65078,Positive
65079,Neutral
65080,Negative
65081,Negative
65082,Positive
65083,Neutral
65084,Positive
65085,Neutral
65086,Positive
65087,Positive
65088,Positive
65089,Positive
65090,Neutral
65091,Neutral
65092,Negative
65093,Neutral
65094,Positive
65095,Negative
65096,Positive
65097,Positive
65098,Neutral
65099,Negative
65100,Neutral
65101,Positive
65102,Negative
65103,Positive
65104,Negative
65105,Positive
65106,Negative
65107,Neutral
65108,Neutral
65109,Negative
65110,Positive
65111,Negative
65112,Neutral
65113,Positive
65114,Positive
65115,Negative
65116,Negative
65117,Neutral
65118,Negative
65119,Negative
65120,Negative
65121,Positive
65122,Negative
65123,Positive
65124,Negative
65125,Neutral
65126,Neutral
65127,Negative
65128,Positive
65129,Positive
65130,Neutral
65131,Positive
65132,Neutral
65133,Positive
65134,Neutral
65135,Neutral
65136,Negative
65137,Neutral
65138,Negative
65139,Neutral
65140,Neutral
65141,Positive
65142,Negative
65143,Negative
65144,Positive
65145,Positive
65146,Positive
65147,Neutral
65148,Positive
65149,Neutral
65150,Positive
65151,Negative
65152,Neutral
65153,Neutral
65154,Positive
65155,Positive
65156,Positive
65157,Neutral
65158,Positive
65159,Negative
65160,Negative
65161,Negative
65162,Neutral
65163,Neutral
65164,Negative
65165,Positive
65166,Negative
65167,Negative
65168,Neutral
65169,Negative
65170,Positive
65171,Neutral
65172,Negative
65173,Neutral
65174,Positive
65175,Negative
65176,Positive
65177,Negative
65178,Neutral
65179,Negative
65180,Positive
65181,Positive
65182,Neutral
65183,Neutral
65184,Positive
65185,Neutral
65186,Neutral
65187,Positive
65188,Neutral
65189,Negative
65190,Positive
65191,Neutral
65192,Positive
65193,Positive
65194,Neutral
65195,Negative
65196,Negative
65197,Positive
65198,Positive
65199,Positive
65200,Negative
65201,Positive
65202,Positive
65203,Negative
65204,Neutral
65205,Positive
65206,Negative
65207,Negative
65208,Positive
65209,Positive
65210,Positive
65211,Negative
65212,Negative
65213,Neutral
65214,Positive
65215,Negative
65216,Neutral
65217,Positive
65218,Negative
65219,Positive
65220,Negative
65221,Neutral
65222,Negative
65223,Positive
65224,Neutral
65225,Positive
65226,Positive
65227,Positive
65228,Positive
65229,Positive
65230,Neutral
65231,Neutral
65232,Negative
65233,Neutral
65234,Neutral
65235,Negative
65236,Positive
65237,Positive
65238,Negative
65239,Negative
65240,Positive
65241,Negative
65242,Neutral
65243,Neutral
65244,Neutral
65245,Positive
65246,Negative
65247,Positive
65248,Neutral
65249,Positive
65250,Negative
65251,Negative
65252,Negative
65253,Neutral
65254,Negative
65255,Negative
65256,Neutral
65257,Neutral
65258,Positive
65259,Positive
65260,Negative
65261,Positive
65262,Neutral
65263,Positive
65264,Negative
65265,Negative
65266,Negative
65267,Neutral
65268,Positive
65269,Negative
65270,Neutral
65271,Positive
65272,Negative
65273,Negative
65274,Neutral
65275,Neutral
65276,Positive
65277,Negative
65278,Negative
65279,Negative
65280,Negative
65281,Neutral
65282,Negative
65283,Positive
65284,Neutral
65285,Neutral
65286,Negative
65287,Negative
65288,Negative
65289,Positive
65290,Positive
65291,Negative
65292,Positive
65293,Negative
65294,Neutral
65295,Negative
65296,Negative
65297,Negative
65298,Positive
65299,Positive
65300,Positive
65301,Negative
65302,Negative
65303,Neutral
65304,Positive
65305,Positive
65306,Positive
65307,Positive
65308,Positive
65309,Positive
65310,Negative
65311,Neutral
65312,Neutral
65313,Neutral
65314,Positive
65315,Negative
65316,Neutral
65317,Positive
65318,Positive
65319,Neutral
65320,Negative
65321,Neutral
65322,Neutral
65323,Neutral
65324,Neutral
65325,Positive
65326,Positive
65327,Negative
65328,Negative
65329,Neutral
65330,Negative
65331,Neutral
65332,Positive
65333,Positive
65334,Negative
65335,Positive
65336,Negative
65337,Negative
65338,Positive
65339,Positive
65340,Negative
65341,Neutral
65342,Neutral
65343,Negative
65344,Negative
65345,Positive
65346,Negative
65347,Neutral
65348,Positive
65349,Neutral
65350,Neutral
65351,Negative
65352,Negative
65353,Neutral
65354,Neutral
65355,Neutral
65356,Negative
65357,Positive
65358,Negative
65359,Negative
65360,Neutral
65361,Negative
65362,Negative
65363,Neutral
65364,Negative
65365,Positive
65366,Neutral
65367,Negative
65368,Neutral
65369,Neutral
65370,Negative
65371,Negative
65372,Neutral
65373,Positive
65374,Neutral
65375,Neutral
65376,Neutral
65377,Neutral
65378,Neutral
65379,Negative
65380,Positive
65381,Negative
65382,Positive
65383,Positive
65384,Negative
65385,Neutral
65386,Positive
65387,Negative
65388,Positive
65389,Positive
65390,Negative
65391,Positive
65392,Neutral
65393,Negative
65394,Neutral
65395,Negative
65396,Positive
65397,Neutral
65398,Positive
65399,Neutral
65400,Negative
65401,Neutral
65402,Negative
65403,Neutral
65404,Neutral
65405,Negative
65406,Positive
65407,Positive
65408,Negative
65409,Positive
65410,Negative
65411,Neutral
65412,Neutral
65413,Negative
65414,Positive
65415,Neutral
65416,Positive
65417,Positive
65418,Neutral
65419,Neutral
65420,Neutral
65421,Neutral
65422,Neutral
65423,Neutral
65424,Neutral
65425,Positive
65426,Negative
65427,Positive
65428,Negative
65429,Negative
65430,Positive
65431,Negative
65432,Neutral
65433,Neutral
65434,Neutral
65435,Neutral
65436,Neutral
65437,Positive
65438,Negative
65439,Positive
65440,Positive
65441,Negative
65442,Neutral
65443,Neutral
65444,Negative
65445,Negative
65446,Neutral
65447,Negative
65448,Neutral
65449,Negative
65450,Positive
65451,Positive
65452,Negative
65453,Neutral
65454,Negative
65455,Positive
65456,Negative
65457,Neutral
65458,Neutral
65459,Negative
65460,Positive
65461,Neutral
65462,Neutral
65463,Neutral
65464,Neutral
65465,Positive
65466,Negative
65467,Neutral
65468,Neutral
65469,Neutral
65470,Neutral
65471,Negative
65472,Negative
65473,Neutral
65474,Negative
65475,Negative
65476,Positive
65477,Neutral
65478,Negative
65479,Negative
65480,Neutral
65481,Positive
65482,Negative
65483,Positive
65484,Neutral
65485,Positive
65486,Negative
65487,Negative
65488,Negative
65489,Positive
65490,Neutral
65491,Positive
65492,Neutral
65493,Negative
65494,Neutral
65495,Positive
65496,Positive
65497,Negative
65498,Positive
65499,Negative
65500,Neutral
65501,Negative
65502,Positive
65503,Positive
65504,Neutral
65505,Neutral
65506,Positive
65507,Negative
65508,Neutral
65509,Positive
65510,Negative
65511,Neutral
65512,Positive
65513,Positive
65514,Neutral
65515,Neutral
65516,Negative
65517,Positive
65518,Neutral
65519,Neutral
65520,Negative
65521,Negative
65522,Negative
65523,Neutral
65524,Negative
65525,Neutral
65526,Positive
65527,Neutral
65528,Neutral
65529,Neutral
65530,Neutral
65531,Neutral
65532,Neutral
65533,Neutral
65534,Positive
65535,Neutral
65536,Neutral
65537,Neutral
65538,Neutral
65539,Neutral
65540,Neutral
65541,Negative
65542,Negative
65543,Negative
65544,Negative
65545,Negative
65546,Negative
65547,Neutral
65548,Neutral
65549,Negative
65550,Positive
65551,Negative
65552,Neutral
65553,Negative
65554,Negative
65555,Neutral
65556,Neutral
65557,Negative
65558,Positive
65559,Positive
65560,Positive
65561,Positive
65562,Neutral
65563,Negative
65564,Negative
65565,Neutral
65566,Neutral
65567,Positive
65568,Neutral
65569,Neutral
65570,Positive
65571,Positive
65572,Positive
65573,Negative
65574,Positive
65575,Positive
65576,Negative
65577,Negative
65578,Neutral
65579,Negative
65580,Negative
65581,Neutral
65582,Positive
65583,Negative
65584,Negative
65585,Positive
65586,Neutral
65587,Positive
65588,Neutral
65589,Positive
65590,Neutral
65591,Positive
65592,Negative
65593,Neutral
65594,Positive
65595,Negative
65596,Negative
65597,Negative
65598,Neutral
65599,Positive
65600,Neutral
65601,Negative
65602,Neutral
65603,Neutral
65604,Positive
65605,Neutral
65606,Negative
65607,Neutral
65608,Positive
65609,Positive
65610,Neutral
65611,Neutral
65612,Neutral
65613,Positive
65614,Positive
65615,Positive
65616,Neutral
65617,Neutral
65618,Negative
65619,Neutral
65620,Neutral
65621,Neutral
65622,Positive
65623,Negative
65624,Negative
65625,Negative
65626,Neutral
65627,Neutral
65628,Neutral
65629,Neutral
65630,Negative
65631,Neutral
65632,Neutral
65633,Neutral
65634,Neutral
65635,Neutral
65636,Positive
65637,Positive
65638,Positive
65639,Positive
65640,Negative
65641,Positive
65642,Positive
65643,Positive
65644,Neutral
65645,Positive
65646,Positive
65647,Neutral
65648,Negative
65649,Neutral
65650,Negative
65651,Neutral
65652,Neutral
65653,Negative
65654,Negative
65655,Positive
65656,Positive
65657,Negative
65658,Neutral
65659,Neutral
65660,Positive
65661,Negative
65662,Negative
65663,Negative
65664,Neutral
65665,Positive
65666,Negative
65667,Neutral
65668,Negative
65669,Neutral
65670,Negative
65671,Positive
65672,Positive
65673,Neutral
65674,Negative
65675,Neutral
65676,Positive
65677,Positive
65678,Positive
65679,Neutral
65680,Negative
65681,Neutral
65682,Negative
65683,Positive
65684,Positive
65685,Neutral
65686,Neutral
65687,Negative
65688,Positive
65689,Neutral
65690,Neutral
65691,Positive
65692,Positive
65693,Neutral
65694,Positive
65695,Negative
65696,Positive
65697,Negative
65698,Negative
65699,Positive
65700,Negative
65701,Negative
65702,Neutral
65703,Neutral
